study;study_data;treatment;year;location;state;data_plantio;cultivar;AI;fungicide;fungicide_code;dose_ai;dose_pc;group;n_spray;timing;type_spray;aacpf;check_aacpf;letter_aacpf;cv_aacpf;sev_r6;check_sev_r6;mean_sev;letter_sev_r6;cv_sev_r6;yield_kg;check_yield_kg;mean_yield;letter_yield_kg;cv_yield_kg;yield_sc;check_yield_sc;letter_yield_sc;cv_yield_sc;author;file_name;manc;V_sev;V_yield;L.var_yield;L.var_sev;D;var_D;yi;vi;id;yi_sev;vi_sev;yi2;vi2
1;1;1;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;AACHECK;CHECK; -; -; -; -; -; -; -;1421.6;1421.6;A;3.15;75;75;16.42142857;A;2.98;1734;1734;2859.857143;D;3.9;28.9;28.9;D;NA;BALARDIN;UPL_Instituto Phytus 06.06;CHECK;0.239471811;12439.92876;0.001034331;1.06E-05;0;3109.982189;7.458186157;0.001034331;1;4.317488114;1.06E-05;1734;3109.982189
1;1;2;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;AZOX + CIPR;PRIORI XTRA;NA;60+24;300;ESTROBILURINA+TRIAZOL;3;Vegetativo;Sequencial;243.6;1421.6;C;3.15;13.5;75;16.42142857;C;2.98;2724;1734;2859.857143;C;3.9;45.4;28.9;C;NA;BALARDIN;UPL_Instituto Phytus 06.06;without;0.239471811;12439.92876;0.000419125;0.000328494;990;3109.982189;7.909856667;0.000419125;2;2.602689685;0.000328494;2724;3109.982189
1;1;3;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;AZOX + CIPR + MANC;PRIORI XTRA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Vegetativo;Sequencial;183.2;1421.6;E;3.15;13.5;75;16.42142857;C;2.98;2832;1734;2859.857143;C;3.9;47.2;28.9;C;NA;BALARDIN;UPL_Instituto Phytus 06.06;with;0.239471811;12439.92876;0.000387767;0.000328494;1098;3109.982189;7.948738455;0.000387767;3;2.602689685;0.000328494;2832;3109.982189
1;1;4;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;AZOX + CIPR;PRIORI XTRA;NA;60+24;300;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;213.6;1421.6;C;3.15;13.5;75;16.42142857;C;2.98;2874;1734;2859.857143;C;3.9;47.9;28.9;C;NA;BALARDIN;UPL_Instituto Phytus 06.06;without;0.239471811;12439.92876;0.000376517;0.000328494;1140;3109.982189;7.963460067;0.000376517;4;2.602689685;0.000328494;2874;3109.982189
1;1;5;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;AZOX + CIPR + MANC;PRIORI XTRA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;155.1;1421.6;F;3.15;11.5;75;16.42142857;D;2.98;2904;1734;2859.857143;C;3.9;48.4;28.9;C;NA;BALARDIN;UPL_Instituto Phytus 06.06;with;0.239471811;12439.92876;0.000368778;0.000452688;1170;3109.982189;7.973844376;0.000368778;5;2.442347035;0.000452688;2904;3109.982189
1;1;6;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;PICO + CIPR;APROACH PRIMA;NA;60+24 ;300;ESTROBILURINA+TRIAZOL;3;Vegetativo;Sequencial;217.7;1421.6;C;3.15;12.8;75;16.42142857;C;2.98;2904;1734;2859.857143;C;3.9;48.4;28.9;C;NA;BALARDIN;UPL_Instituto Phytus 06.06;without;0.239471811;12439.92876;0.000368778;0.000365405;1170;3109.982189;7.973844376;0.000368778;6;2.549445171;0.000365405;2904;3109.982189
1;1;7;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;PICO + CIPR + MANC;APROACH PRIMA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+ DITIOCARBAMATO;3;Vegetativo;Sequencial;132.1;1421.6;G;3.15;9.8;75;16.42142857;F;2.98;3012;1734;2859.857143;B;3.9;50.2;28.9;B;NA;BALARDIN;UPL_Instituto Phytus 06.06;with;0.239471811;12439.92876;0.000342806;0.000623365;1278;3109.982189;8.010359589;0.000342806;7;2.282382386;0.000623365;3012;3109.982189
1;1;8;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;PICO + CIPR;APROACH PRIMA;NA;60+24 ;300;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;163.1;1421.6;F;3.15;10.8;75;16.42142857;E;2.98;2982;1734;2859.857143;B;3.9;49.7;28.9;B;NA;BALARDIN;UPL_Instituto Phytus 06.06;without;0.239471811;12439.92876;0.000349738;0.000513271;1248;3109.982189;8.000349495;0.000349738;8;2.379546134;0.000513271;2982;3109.982189
1;1;9;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;PICO + CIPR + MANC;APROACH PRIMA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+ DITIOCARBAMATO;3;Reprodutivo;Sequencial;131.6;1421.6;G;3.15;10.4;75;16.42142857;E;2.98;2988;1734;2859.857143;B;3.9;49.8;28.9;B;NA;BALARDIN;UPL_Instituto Phytus 06.06;with;0.239471811;12439.92876;0.000348335;0.000553513;1254;3109.982189;8.002359546;0.000348335;9;2.341805806;0.000553513;2988;3109.982189
1;1;10;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;PICO + TEBU;HOROS;NA;60+100 ;500;ESTROBILURINA+TRIAZOL;3;Vegetativo;Sequencial;194.1;1421.6;D;3.15;11.3;75;16.42142857;D;2.98;2964;1734;2859.857143;B;3.9;49.4;28.9;B;NA;BALARDIN;UPL_Instituto Phytus 06.06;without;0.239471811;12439.92876;0.000353999;0.000468854;1230;3109.982189;7.994294986;0.000353999;10;2.424802726;0.000468854;2964;3109.982189
1;1;11;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;PICO + TEBU + MANC;HOROS+UNIZEB GOLD;NA;60+100+1125;500+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Vegetativo;Sequencial;153.5;1421.6;F;3.15;10.7;75;16.42142857;E;2.98;2982;1734;2859.857143;B;3.9;49.7;28.9;B;NA;BALARDIN;UPL_Instituto Phytus 06.06;with;0.239471811;12439.92876;0.000349738;0.00052291;1248;3109.982189;8.000349495;0.000349738;11;2.370243741;0.00052291;2982;3109.982189
1;1;12;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;PICO + TEBU;HOROS;NA;60+100 ;500;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;204.2;1421.6;D;3.15;13.4;75;16.42142857;C;2.98;3024;1734;2859.857143;B;3.9;50.4;28.9;B;NA;BALARDIN;UPL_Instituto Phytus 06.06;without;0.239471811;12439.92876;0.00034009;0.000333415;1290;3109.982189;8.014335737;0.00034009;12;2.595254707;0.000333415;3024;3109.982189
1;1;13;2012/13;ITARA;RS;22/11/2012;BMX POTENCIA RR;PICO + TEBU + MANC;HOROS+UNIZEB GOLD;NA;60+100+1125;500+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;121.4;1421.6;G;3.15;8.7;75;16.42142857;G;2.98;3186;1734;2859.857143;A;3.9;53.1;28.9;A;NA;BALARDIN;UPL_Instituto Phytus 06.06;with;0.239471811;12439.92876;0.000306384;0.000790963;1452;3109.982189;8.06652149;0.000306384;13;2.163323026;0.000790963;3186;3109.982189
2;4;1;2013/14;ITARA;RS;06/12/2013;BMX POTENCIA RR;AACHECK;CHECK; -; -; -; -; -; -; -;1564.7;1564.7;A;5.07;61.3;61.3;11.67272727;A;9.51;2232;2232;2933.454545;H;2.68;37.2;37.2;H;2.68;BALARDIN;Instituto Phytus_Eagle team;CHECK;1.232269533;6180.566937;0.000310156;8.20E-05;0;1545.141734;7.710653324;0.000310156;14;4.115779843;8.20E-05;2232;1545.141734
2;4;2;2013/14;ITARA;RS;06/12/2013;BMX POTENCIA RR;TFLX + PROT;FOX;NA;60+70 ;400;ESTROBILURINA+TRIAZOLTILIONA;3;Reprodutivo;Sequencial;239.2;1564.7;E;5.07;6.4;61.3;11.67272727;C;9.51;3180;2232;2933.454545;C;2.68;53;37.2;C;2.68;BALARDIN;Instituto Phytus_Eagle team;without;1.232269533;6180.566937;0.000152797;0.007521176;948;1545.141734;8.064636476;0.000152797;15;1.85629799;0.007521176;3180;1545.141734
2;4;3;2013/14;ITARA;RS;06/12/2013;BMX POTENCIA RR;TFLX + PROT + MANC;FOX+UNIZEB GOLD;NA;60+70+1125;400+1500;ESTROBILURINA+TRIAZOLTILIONA+DITICARBAMATO;3;Reprodutivo;Sequencial;141.1;1564.7;F;5.07;3.7;61.3;11.67272727;D;9.51;3330;2232;2933.454545;B;2.68;55.5;37.2;B;2.68;BALARDIN;Instituto Phytus_Eagle team;with;1.232269533;6180.566937;0.000139341;0.022503096;1098;1545.141734;8.110727583;0.000139341;16;1.30833282;0.022503096;3330;1545.141734
2;4;4;2013/14;ITARA;RS;06/12/2013;BMX POTENCIA RR;PICO + TEBU;HOROS;NA;60+100 ;500;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;229.1;1564.7;E;5.07;6.8;61.3;11.67272727;C;9.51;3072;2232;2933.454545;D;2.68;51.2;37.2;D;2.68;BALARDIN;Instituto Phytus_Eagle team;without;1.232269533;6180.566937;0.000163729;0.006662357;840;1545.141734;8.030084094;0.000163729;17;1.916922612;0.006662357;3072;1545.141734
2;4;5;2013/14;ITARA;RS;06/12/2013;BMX POTENCIA RR;PICO + TEBU + MANC;HOROS+UNIZEB GOLD;NA;60+100+1125;500+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;119.6;1564.7;F;5.07;3.8;61.3;11.67272727;D;9.51;3252;2232;2933.454545;C;2.68;54.2;37.2;C;2.68;BALARDIN;Instituto Phytus_Eagle team;with;1.232269533;6180.566937;0.000146106;0.021334306;1020;1545.141734;8.087025471;0.000146106;18;1.335001067;0.021334306;3252;1545.141734
2;4;6;2013/14;ITARA;RS;06/12/2013;BMX POTENCIA RR;PIRA + EPOX;OPERA;NA;66.5+25;500;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;456.9;1564.7;B;5.07;11.5;61.3;11.67272727;B;9.51;2442;2232;2933.454545;G;2.68;40.7;37.2;G;2.68;BALARDIN;Instituto Phytus_Eagle team;without;1.232269533;6180.566937;0.000259106;0.002329432;210;1545.141734;7.800572655;0.000259106;19;2.442347035;0.002329432;2442;1545.141734
2;4;7;2013/14;ITARA;RS;06/12/2013;BMX POTENCIA RR;PIRA + EPOX + MANC;OPERA+UNIZEB GOLD;NA;66.5+25+1125;500+1500 ;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;260.8;1564.7;D;5.07;7.1;61.3;11.67272727;C;9.51;2820;2232;2933.454545;E;2.68;47;37.2;E;2.68;BALARDIN;Instituto Phytus_Eagle team;with;1.232269533;6180.566937;0.000194299;0.006111236;588;1545.141734;7.944492164;0.000194299;20;1.960094784;0.006111236;2820;1545.141734
2;4;8;2013/14;ITARA;RS;06/12/2013;BMX POTENCIA RR;AZOX + CIPR;PRIORI XTRA;NA;60+24;300;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;451.3;1564.7;B;5.07;10;61.3;11.67272727;B;9.51;2592;2232;2933.454545;F;2.68;43.2;37.2;F;2.68;BALARDIN;Instituto Phytus_Eagle team;without;1.232269533;6180.566937;0.000229984;0.003080674;360;1545.141734;7.860185057;0.000229984;21;2.302585093;0.003080674;2592;1545.141734
2;4;9;2013/14;ITARA;RS;06/12/2013;BMX POTENCIA RR;AZOX + CIPR + MANC;PRIORI XTRA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;332.6;1564.7;C;5.07;7.9;61.3;11.67272727;C;9.51;2778;2232;2933.454545;E;2.68;46.3;37.2;E;2.68;BALARDIN;Instituto Phytus_Eagle team;with;1.232269533;6180.566937;0.000200218;0.004936186;546;1545.141734;7.929486523;0.000200218;22;2.066862759;0.004936186;2778;1545.141734
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;6;1;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;AACHECK;CHECK; -; -; -; -; -; -; -;2010.09;2010.09;I;4.6;74.16;74.16;28.98571429;i;5.03;2095.2;2095.2;3124.028571;C;4.97;34.92;34.92;C;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;CHECK;2.125709846;24106.97801;0.001372878;9.66E-05;0;6026.744503;7.647404293;0.001372878;27;4.306224921;9.66E-05;2095.2;6026.744503
4;6;2;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;AZOX + CIPR;PRIORI XTRA;NA;60+24;300;ESTROBILURINA+TRIAZOL;3;Vegetativo;Sequencial;1205.09;2010.09;H;4.6;49.19;74.16;28.98571429;h;5.03;2896.2;2095.2;3124.028571;B;4.97;48.27;34.92;B;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;2.125709846;24106.97801;0.000718498;0.000219629;801;6026.744503;7.971154812;0.000718498;28;3.895690351;0.000219629;2896.2;6026.744503
4;6;3;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;AZOX + CIPR + MANC;PRIORI XTRA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Vegetativo;Sequencial;645.49;2010.09;E;4.6;26.22;74.16;28.98571429;f;5.03;3180.6;2095.2;3124.028571;A;4.97;53.01;34.92;A;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;2.125709846;24106.97801;0.000595751;0.000772998;1085.4;6026.744503;8.064825137;0.000595751;29;3.266522478;0.000772998;3180.6;6026.744503
4;6;4;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;AZOX + CIPR;PRIORI XTRA;NA;60+24;300;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;1150.1;2010.09;G;4.6;48.58;74.16;28.98571429;h;5.03;2924.4;2095.2;3124.028571;B;4.97;48.74;34.92;B;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;2.125709846;24106.97801;0.000704708;0.00022518;829.2;6026.744503;7.98084461;0.000704708;30;3.883211924;0.00022518;2924.4;6026.744503
4;6;5;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;AZOX + CIPR + MANC;PRIORI XTRA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;522.25;2010.09;D;4.6;21.4;74.16;28.98571429;d;5.03;3235.2;2095.2;3124.028571;A;4.97;53.92;34.92;A;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;2.125709846;24106.97801;0.000575812;0.001160423;1140;6026.744503;8.081846029;0.000575812;31;3.063390922;0.001160423;3235.2;6026.744503
4;6;6;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;PICO + CIPR;APROACH PRIMA;NA;60+24 ;300;ESTROBILURINA+TRIAZOL;3;Vegetativo;Sequencial;1064.22;2010.09;F;4.6;42.56;74.16;28.98571429;g;5.03;3085.8;2095.2;3124.028571;B;4.97;51.43;34.92;B;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;2.125709846;24106.97801;0.000632918;0.000293387;990.6;6026.744503;8.034566222;0.000632918;32;3.750914845;0.000293387;3085.8;6026.744503
4;6;7;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;PICO + CIPR + MANC;APROACH PRIMA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+ DITIOCARBAMATO;3;Vegetativo;Sequencial;514.1;2010.09;D;4.6;20.56;74.16;28.98571429;d;5.03;3224.4;2095.2;3124.028571;A;4.97;53.74;34.92;A;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;2.125709846;24106.97801;0.000579676;0.001257181;1129.2;6026.744503;8.078502165;0.000579676;33;3.023347441;0.001257181;3224.4;6026.744503
4;6;8;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;PICO + CIPR;APROACH PRIMA;NA;60+24 ;300;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;521.6;2010.09;D;4.6;20.69;74.16;28.98571429;d;5.03;3127.2;2095.2;3124.028571;B;4.97;52.12;34.92;B;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;2.125709846;24106.97801;0.000616271;0.001241432;1032;6026.744503;8.047893314;0.000616271;34;3.029650492;0.001241432;3127.2;6026.744503
4;6;9;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;PICO + CIPR + MANC;APROACH PRIMA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+ DITIOCARBAMATO;3;Reprodutivo;Sequencial;414.62;2010.09;C;4.6;17.2;74.16;28.98571429;c;5.03;3310.2;2095.2;3124.028571;A;4.97;55.17;34.92;A;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;2.125709846;24106.97801;0.000550015;0.001796334;1215;6026.744503;8.10476389;0.000550015;35;2.844909384;0.001796334;3310.2;6026.744503
4;6;10;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;PICO + TEBU;HOROS;NA;60+100 ;500;ESTROBILURINA+TRIAZOL;3;Vegetativo;Sequencial;450.48;2010.09;C;4.6;18.51;74.16;28.98571429;c;5.03;3295.8;2095.2;3124.028571;A;4.97;54.93;34.92;A;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;2.125709846;24106.97801;0.000554831;0.001551069;1200.6;6026.744503;8.10040421;0.000554831;36;2.918311127;0.001551069;3295.8;6026.744503
4;6;11;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;PICO + TEBU + MANC;HOROS+UNIZEB GOLD;NA;60+100+1125;500+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Vegetativo;Sequencial;341.42;2010.09;B;4.6;14.78;74.16;28.98571429;b;5.03;3398.4;2095.2;3124.028571;A;4.97;56.64;34.92;A;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;2.125709846;24106.97801;0.000521836;0.002432737;1303.2;6026.744503;8.131060012;0.000521836;37;2.693274916;0.002432737;3398.4;6026.744503
4;6;12;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;PICO + TEBU;HOROS;NA;60+100 ;500;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;372.21;2010.09;B;4.6;15.94;74.16;28.98571429;c;5.03;3339;2095.2;3124.028571;A;4.97;55.65;34.92;A;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;2.125709846;24106.97801;0.000540568;0.002091546;1243.8;6026.744503;8.11342664;0.000540568;38;2.768831673;0.002091546;3339;6026.744503
4;6;13;2012/13;RIO VERDE;GO;13/12/2012;NA 7337 RR;PICO + TEBU + MANC;HOROS+UNIZEB GOLD;NA;60+100+1125;500+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;282.55;2010.09;A;4.6;12.17;74.16;28.98571429;a;5.03;3438.6;2095.2;3124.028571;A;4.97;57.31;34.92;A;4.97;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;2.125709846;24106.97801;0.000509706;0.003588086;1343.4;6026.744503;8.142819691;0.000509706;39;2.498973907;0.003588086;3438.6;6026.744503
5;7;1;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;AACHECK;CHECK; -; -; -; -; -; -; -;1591;1591;J;2.42;61.46;61.46;34.49615385;H;3.7;1338;1338;1916.769231;E;6.99;22.3;22.3;E;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;CHECK;1.629088959;17951.22167;0.002506812;0.00010782;0;4487.805418;7.198931241;0.002506812;40;4.118386557;0.00010782;1338;4487.805418
5;7;2;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;TFLX + PROT;FOX;NA;60+70 ;400;ESTROBILURINA+TRIAZOLTILIONA;3;Reprodutivo;Sequencial;584;1591;B;2.42;23.91;61.46;34.49615385;B;3.7;2442;1338;1916.769231;B;6.99;40.7;22.3;B;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;1.629088959;17951.22167;0.000752563;0.000712403;1104;4487.805418;7.800572655;0.000752563;41;3.174296781;0.000712403;2442;4487.805418
5;7;3;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;TFLX + PROT + MANC;FOX+UNIZEB GOLD;NA;60+70+1125;400+1500;ESTROBILURINA+TRIAZOLTILIONA+DITICARBAMATO;3;Reprodutivo;Sequencial;503;1591;A;2.42;18.16;61.46;34.49615385;A;3.7;2646;1338;1916.769231;A;6.99;44.1;22.3;A;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;1.629088959;17951.22167;0.000640995;0.001234961;1308;4487.805418;7.880804345;0.000640995;42;2.899221373;0.001234961;2646;4487.805418
5;7;4;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;PICO + CIPR;APROACH PRIMA;NA;60+24 ;300;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;930;1591;G;2.42;39.7;61.46;34.49615385;E;3.7;1860;1338;1916.769231;D;6.99;31;22.3;D;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;1.629088959;17951.22167;0.001297204;0.000258407;522;4487.805418;7.528331767;0.001297204;43;3.681351188;0.000258407;1860;4487.805418
5;7;5;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;PICO + CIPR + MANC;APROACH PRIMA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+ DITIOCARBAMATO;3;Reprodutivo;Sequencial;737;1591;D;2.42;27;61.46;34.49615385;C;3.7;2154;1338;1916.769231;C;6.99;35.9;22.3;C;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;1.629088959;17951.22167;0.000967259;0.000558672;816;4487.805418;7.675081858;0.000967259;44;3.295836866;0.000558672;2154;4487.805418
5;7;6;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;PICO + TEBU;HOROS;NA;60+100 ;500;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;818;1591;F;2.42;30.12;61.46;34.49615385;D;3.7;1680;1338;1916.769231;D;6.99;28;22.3;D;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;1.629088959;17951.22167;0.001590067;0.000448926;342;4487.805418;7.426549072;0.001590067;45;3.405189403;0.000448926;1680;4487.805418
5;7;7;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;PICO + TEBU + MANC;HOROS+UNIZEB GOLD;NA;60+100+1125;500+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;689;1591;C;2.42;23.08;61.46;34.49615385;B;3.7;2208;1338;1916.769231;C;6.99;36.8;22.3;C;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;1.629088959;17951.22167;0.000920526;0.000764563;870;4487.805418;7.699842407;0.000920526;46;3.138966442;0.000764563;2208;4487.805418
5;7;8;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;PIRA + EPOX;OPERA;NA;66.5+25;500;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;1141;1591;I;2.42;51.96;61.46;34.49615385;G;3.7;1332;1338;1916.769231;E;6.99;22.2;22.3;E;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;1.629088959;17951.22167;0.002529447;0.00015085;-6;4487.805418;7.194436851;0.002529447;47;3.950474192;0.00015085;1332;4487.805418
5;7;9;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;PIRA + EPOX + MANC;OPERA+UNIZEB GOLD;NA;66.5+25+1125;500+1500 ;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;835;1591;F;2.42;27;61.46;34.49615385;C;3.7;1776;1338;1916.769231;D;6.99;29.6;22.3;D;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;1.629088959;17951.22167;0.001422814;0.000558672;438;4487.805418;7.482118924;0.001422814;48;3.295836866;0.000558672;1776;4487.805418
5;7;10;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;AZOX + CIPR;PRIORI XTRA;NA;60+24;300;ESTROBILURINA+TRIAZOL;3;Reprodutivo;Sequencial;1017;1591;H;2.42;45.99;61.46;34.49615385;F;3.7;1632;1338;1916.769231;D;6.99;27.2;22.3;D;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;1.629088959;17951.22167;0.001684976;0.000192556;294;4487.805418;7.397561536;0.001684976;49;3.828423982;0.000192556;1632;4487.805418
5;7;11;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;AZOX + CIPR + MANC;PRIORI XTRA+UNIZEB GOLD;NA;60+24+1125;300+1500;ESTROBILURINA+TRIAZOL+DITIOCARBAMATO;3;Reprodutivo;Sequencial;768;1591;E;2.42;29.54;61.46;34.49615385;D;3.7;2004;1338;1916.769231;C;6.99;33.4;22.3;C;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;1.629088959;17951.22167;0.001117477;0.000466728;666;4487.805418;7.602900462;0.001117477;50;3.385745277;0.000466728;2004;4487.805418
5;7;12;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;PIRA + FLUX;ORKESTRA;NA;99.9+50.1 ;300;ESTROBILURINA+CARBOXAMIDA;3;Reprodutivo;Sequencial;930;1591;G;2.42;40.37;61.46;34.49615385;E;3.7;1644;1338;1916.769231;D;6.99;27.4;22.3;D;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;without;1.629088959;17951.22167;0.001660468;0.000249901;306;4487.805418;7.404887576;0.001660468;51;3.698086935;0.000249901;1644;4487.805418
5;7;13;2013/14;RIO VERDE;GO;10/12/2013;MSOY 7739 IPRO;PIRA + FLUX + MANC;ORKESTRA+UNIZEB GOLD;NA;99.9+50.1+1125;300+1500;ESTROBILURINA+CARBOXAMIDA+DITIOCARBAMATO;3;Reprodutivo;Sequencial;769;1591;E;2.42;30.16;61.46;34.49615385;D;3.7;2202;1338;1916.769231;C;6.99;36.7;22.3;C;6.99;CARREGAL;ARQUIVOS DE FOTO CARREGAL;with;1.629088959;17951.22167;0.000925549;0.000447736;864;4487.805418;7.697121317;0.000925549;52;3.406516543;0.000447736;2202;4487.805418
6;8;1;2013/14;RIO VERDE;GO;25/01/2014;NA 7238 IPRO;AACHECK;CHECK; -; -; -; -; -; -; -;889;889;G;7.09;84.46;84.46;43.90923077;I;1.58;466.8;466.8;1402.430769;F;7.54;7.78;7.78;F;7.54;CARREGAL;CARREGAL UPL;CHECK;0.481311049;11181.64127;0.012828736;1.69E-05;0;2795.410316;6.1459009;0.012828736;53;4.43627805;1.69E-05;466.8;2795.410316
